CONUM,County Name [District] 2017-18,Agency Name,State Name [District] Latest available year,Limited English Proficient (LEP) / English Language Learners (ELL) [District] 2017-18,Individualized Education Program Students [District] 2017-18,Direct Certification [Public School] 2017-18,Free Lunch Eligible [Public School] 2017-18,Reduced-price Lunch Eligible Students [Public School] 2017-18,Free and Reduced Lunch Students [Public School] 2017-18,Grades 1-8 Students [District] 2017-18,Grades 9-12 Students [District] 2017-18,Female Students [District] 2017-18,Male Students [District] 2017-18,Male Students [Public School] 2017-18,Female Students [Public School] 2017-18,American Indian/Alaska Native Students [District] 2017-18,Asian or Asian/Pacific Islander Students [District] 2017-18,Hispanic Students [District] 2017-18,Black Students [District] 2017-18,White Students [District] 2017-18,Hawaiian Nat./Pacific Isl. Students [District] 2017-18,Two or More Races Students [District] 2017-18,Total Race/Ethnicity [District] 2017-18,Asian or Asian/Pacific Islander Students [Public School] 2017-18,American Indian/Alaska Native Students [Public School] 2017-18,Hispanic Students [Public School] 2017-18,Black Students [Public School] 2017-18,White Students [Public School] 2017-18,Hawaiian Nat./Pacific Isl. Students [Public School] 2017-18,Two or More Races Students [Public School] 2017-18,Total Race/Ethnicity [Public School] 2017-18,State Name [District] 2017-18,Agency Name [District] 2017-18,Agency ID - NCES Assigned [District] Latest available year,Lowest Grade Offered [District] 2017-18,Highest Grade Offered [District] 2017-18,Agency Type [District] 2017-18,School District Level Code (SCHLEV) [District Finance] 2017-18,Full-Time Equivalent (FTE) Teachers [District] 2017-18,Full-Time Equivalent (FTE) Teachers [Public School] 2017-18,Pupil/Teacher Ratio [District] 2017-18,Pupil/Teacher Ratio [Public School] 2017-18,Total Staff [District] 2017-18,Instructional Aides [District] 2017-18,Instructional Coordinators [District] 2017-18,Elementary Guidance Counselors [District] 2017-18,Secondary Guidance Counselors [District] 2017-18,Other Guidance Counselors [District] 2017-18,Total Guidance Counselors [District] 2017-18,Librarians/Media Specialists [District] 2017-18,Library Media Support Staff [District] 2017-18,LEA Administrators [District] 2017-18,LEA Administrative Support Staff [District] 2017-18,School Administrators [District] 2017-18,School Administrative Support Staff [District] 2017-18,Student Support Services Staff [District] 2017-18,Other Support Services Staff [District] 2017-18,"Total Students, All Grades (Excludes AE) [District] 2017-18","Total Students, All Grades (Excludes AE) [Public School] 2017-18"
13151,Henry County,HENRY COUNTY,Georgia,759,5626,12115,18777,3173,21950,25022,14142,20479,21529,21529,20479,73,1189,4130,22360,12315,48,1893,42008,1189,73,4130,22360,12315,48,1893,42008,GEORGIA,Henry County,1302820,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,2760.8,2755.2,15.22,15.25,5111.3,587.6,85.5,38.5,72,0,110.5,47.1,39.9,36,66.8,179,197,189.6,811.5,42008,42008
13153,Houston County,HOUSTON COUNTY,Georgia,848,3671,7779,15629,1735,17364,17817,8424,14426,15064,15064,14426,49,765,2739,11214,12931,28,1764,29490,765,49,2739,11214,12931,28,1764,29490,GEORGIA,Houston County,1302880,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,1885.3,1874.8,15.64,15.73,3957.1,465.1,40.2,24.2,37.8,0,62,37,4,52.4,42.3,134.7,127,181.9,925.2,29490,29490
13155,Irwin County,IRWIN COUNTY,Georgia,3,280,734,1425,0,1425,1039,479,813,920,920,813,4,4,83,548,1065,0,29,1733,4,4,83,548,1065,0,29,1733,GEORGIA,Irwin County,1302910,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,129.3,129.3,13.4,13.4,252.5,35.2,2.1,2,3,0,5,2,0,8.3,4,9.4,9.5,8.5,39.2,1733,1733
13157,Jackson County,JACKSON COUNTY,Georgia,343,1090,1953,3152,581,3733,4731,2120,3777,3919,3919,3777,17,209,1106,442,5643,2,277,7696,209,17,1106,442,5643,2,277,7696,GEORGIA,Jackson County,1302940,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,489.4,489.5,15.73,15.72,1031.4,151.3,13.5,5.5,7,0,12.5,8.8,1,8.2,10,26.7,35.5,31.4,243.1,7696,7696
13159,Jasper County,JASPER COUNTY,Georgia,63,248,907,1324,208,1532,1424,691,1156,1259,1259,1156,1,0,164,563,1580,0,107,2415,0,1,164,563,1580,0,107,2415,GEORGIA,Jasper County,1302970,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,155.8,155.8,15.5,15.5,364.7,46.2,5.3,3,3.3,0,6.3,3,1,7.5,5.3,11.1,16.1,13.9,93.2,2415,2415
13161,Jeff Davis County,JEFF DAVIS COUNTY,Georgia,278,395,1099,2332,80,2412,1832,860,1509,1624,1624,1509,2,16,700,454,1889,1,71,3133,16,2,700,454,1889,1,71,3133,GEORGIA,Jeff Davis County,1303000,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,198,187.1,15.82,16.75,416.2,64,5,2,4,0,6,4,2,12.5,6,10.6,11,14.5,82.6,3133,3133
13157,Jackson County,JEFFERSON CITY,Georgia,64,408,260,746,231,977,2248,1103,1824,1900,1900,1824,5,63,264,313,2933,2,144,3724,63,5,264,313,2933,2,144,3724,GEORGIA,Jefferson City,1303030,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,234.5,234.4,15.88,15.89,403.8,54,2.5,2,3,0,5,4,4,9.5,1,9,15,9.7,55.6,3724,3724
13163,Jefferson County,JEFFERSON COUNTY,Georgia,46,346,1323,2635,0,2635,1475,828,1261,1374,1374,1261,2,14,159,1804,607,0,49,2635,14,2,159,1804,607,0,49,2635,GEORGIA,Jefferson County,1303060,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,193.7,192.7,13.6,13.67,400.2,37.5,6,3,4,0,7,5,4.8,7.2,1,11,16.9,13.2,96.9,2635,2635
13165,Jenkins County,JENKINS COUNTY,Georgia,34,113,547,1152,0,1152,676,309,554,598,598,554,1,2,77,595,448,0,29,1152,2,1,77,595,448,0,29,1152,GEORGIA,Jenkins County,1303090,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,96.6,95.6,11.93,12.05,201.4,22,2.1,1,2,0,3,1,2,6.8,3,7.3,6.5,2,49.1,1152,1152
13167,Johnson County,JOHNSON COUNTY,Georgia,3,150,439,1050,115,1165,661,373,565,600,600,565,2,5,47,489,597,0,25,1165,5,2,47,489,597,0,25,1165,GEORGIA,Johnson County,1303120,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,76,76,15.33,15.33,185,27,2.3,1,1.1,0,2.1,2,0,6.6,2,7.5,6.8,6.3,46.4,1165,1165
13169,Jones County,JONES COUNTY,Georgia,17,737,1481,2356,312,2668,3260,1555,2649,2759,2759,2649,4,26,96,1368,3733,5,176,5408,26,4,96,1368,3733,5,176,5408,GEORGIA,Jones County,1303150,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,361,346.7,14.98,15.6,736.5,80.9,3,4,6,0,10,7,7.8,10.8,3,23.3,22.8,27.3,179.6,5408,5408
13171,Lamar County,LAMAR COUNTY,Georgia,19,311,1109,1695,252,1947,1608,755,1293,1399,1399,1293,3,16,76,880,1602,1,114,2692,16,3,76,880,1602,1,114,2692,GEORGIA,Lamar County,1303210,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,167.3,167.4,16.09,16.08,355.9,43.5,3.7,2,3,0,5,4,3.5,7,5.5,9.4,12.5,14,80.5,2692,2692
13173,Lanier County,LANIER COUNTY,Georgia,27,206,709,1661,0,1661,1092,428,852,883,883,852,5,15,117,440,1093,1,64,1735,15,5,117,440,1093,1,64,1735,GEORGIA,Lanier County,1303240,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,125.1,125,13.87,13.88,259.2,33.7,1,1.4,2.2,0,3.6,1.8,0,8.8,3.8,9.1,9.1,9.1,54.1,1735,1735
13175,Laurens County,LAURENS COUNTY,Georgia,98,639,1802,4562,149,4711,3917,1774,3206,3293,3293,3206,10,63,245,1894,4154,7,126,6499,63,10,245,1894,4154,7,126,6499,GEORGIA,Laurens County,1301890,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,413.3,413.4,15.72,15.72,837.3,99,9.3,7.2,5,0,12.2,7,2,9.1,2,18.5,28.9,22,214,6499,6499
13177,Lee County,LEE COUNTY,Georgia,119,554,1576,2345,395,2740,3841,1835,3044,3411,3411,3044,5,195,206,1342,4480,7,220,6455,195,5,206,1342,4480,7,220,6455,GEORGIA,Lee County,1303270,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,386.7,382.6,16.69,16.87,810.5,80.7,5.2,4,8.5,0,12.5,9,8,15.4,2,19,29.9,25.6,216.5,6455,6455
13179,Liberty County,LIBERTY COUNTY,Georgia,103,1225,2766,5527,1166,6693,5907,2789,4861,5121,5121,4861,25,108,1209,5309,2416,69,846,9982,108,25,1209,5309,2416,69,846,9982,GEORGIA,Liberty County,1303300,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,648.8,610.8,15.39,16.34,1398.1,211,23,7,14,0,21,14,11,16.3,15,31,42,34.5,330.5,9982,9982
13181,Lincoln County,LINCOLN COUNTY,Georgia,miss,122,416,674,84,758,645,369,553,584,584,553,0,3,13,426,661,0,34,1137,3,0,13,426,661,0,34,1137,GEORGIA,Lincoln County,1303330,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,83.6,83.5,13.6,13.62,192.5,20,0.5,1,1.5,0,2.5,2,2,6.4,2,6,8,7.5,52,1137,1137
13183,Long County,LONG COUNTY,Georgia,156,460,1103,2280,470,2750,2270,974,1884,1830,1830,1884,10,14,607,953,1814,6,310,3714,14,10,607,953,1814,6,310,3714,GEORGIA,Long County,1303360,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,217.4,217.4,17.08,17.08,468.2,59,5.4,3.3,3.4,0,6.7,3,2,11.6,6.3,13.8,13.5,11.5,118,3714,3714
13185,Lowndes County,LOWNDES COUNTY,Georgia,245,1377,2359,4377,931,5308,6578,2865,5213,5427,5427,5213,14,123,1071,2348,6549,14,521,10640,123,14,1071,2348,6549,14,521,10640,GEORGIA,Lowndes County,1303390,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,692.8,669.2,15.36,15.9,1404.6,166,19.8,7,13,0,20,12,10,16.9,18,30,36,49.5,333.6,10640,10640
13187,Lumpkin County,LUMPKIN COUNTY,Georgia,69,602,826,1553,380,1933,2366,1118,1824,2032,2032,1824,15,17,307,45,3361,6,105,3856,17,15,307,45,3361,6,105,3856,GEORGIA,Lumpkin County,1303420,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,249.2,249.2,15.47,15.47,531.5,52,7,3,4.5,0,7.5,5,2,10.8,4.5,14,23,21.5,135,3856,3856
13193,Macon County,MACON COUNTY,Georgia,51,149,413,1361,0,1361,771,443,661,709,709,661,1,15,131,1100,99,0,24,1370,15,1,131,1100,99,0,24,1370,GEORGIA,Macon County,1303450,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,81.4,80.3,16.83,17.06,218.4,27,5.2,1,2,0,3,2,1,8.2,4,8,8,6.5,64.1,1370,1370
13195,Madison County,MADISON COUNTY,Georgia,197,804,1328,2454,435,2889,3000,1441,2350,2572,2572,2350,4,110,527,443,3604,0,234,4922,110,4,527,443,3604,0,234,4922,GEORGIA,Madison County,1303480,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,356.1,355.1,13.82,13.86,722.7,108,4.6,5,7,0,12,7.9,5.6,10.4,8.5,18.2,28.5,24.7,138.2,4922,4922
13067,Cobb County,MARIETTA CITY,Georgia,1447,971,624,4306,676,4985,5694,2500,4364,4562,4562,4364,29,185,3278,3436,1676,20,302,8926,185,29,3278,3436,1676,20,302,8926,GEORGIA,Marietta City,1303510,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,637.7,630.7,14,14.15,1170.7,105.3,39.2,10,10.5,0,20.5,12,6.5,15.6,13.4,30.5,51.2,59.3,179.5,8926,8926
13197,Marion County,MARION COUNTY,Georgia,55,142,559,1293,0,1293,824,417,728,680,680,728,0,11,176,470,728,1,22,1408,11,0,176,470,728,1,22,1408,GEORGIA,Marion County,1303540,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,87.1,87.1,16.17,16.17,215.2,31.6,1.5,1.5,1.5,0,3,1,1,6.7,1.8,6,8,6,61.5,1408,1408
13189,McDuffie County,MCDUFFIE COUNTY,Georgia,39,569,1959,2648,368,3016,2419,1144,1996,1978,1978,1996,4,13,182,2191,1432,4,148,3974,13,4,182,2191,1432,4,148,3974,GEORGIA,McDuffie County,1303570,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,269.4,264.4,14.75,15.03,595.6,79.8,2.6,3.5,6,0,9.5,6,5,8.4,7.5,14.5,27.2,17.4,148.3,3974,3974
13191,McIntosh County,MCINTOSH COUNTY,Georgia,4,180,346,1181,0,1181,804,401,660,720,720,660,4,13,36,583,673,1,70,1380,13,4,36,583,673,1,70,1380,GEORGIA,McIntosh County,1303600,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,95.1,95.1,14.51,14.51,205.2,19.5,3.5,1,2,0,3,2,2,7,1.8,5.5,9.3,10,46.5,1380,1380
13199,Meriwether County,MERIWETHER COUNTY,Georgia,19,542,1313,2753,0,2753,1634,733,1368,1393,1393,1368,4,14,83,1597,950,0,113,2761,14,4,83,1597,950,0,113,2761,GEORGIA,Meriwether County,1303630,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,178.5,178.4,15.47,15.48,460.4,47,6.1,2.8,5,0,7.8,2,2,14.8,5.5,17.8,18.1,18.8,142,2761,2761
13067,Cobb County,METRO RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Metro RESA,1300009,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,24,NA,NA,NA,121.6,29,33,0,0,0,0,0,0,6,12.6,0,0,13,4,NA,NA
13153,Houston County,MIDDLE GEORGIA RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Middle Georgia RESA,1300013,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,1.8,NA,NA,NA,22.9,0,0,0,0,0,0,0,0,15.3,2,0,3,0.8,0,NA,NA
13201,Miller County,MILLER COUNTY,Georgia,15,130,478,911,0,911,584,279,505,500,500,505,0,5,21,378,584,0,17,1005,5,0,21,378,584,0,17,1005,GEORGIA,Miller County,1303660,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,70.3,68.3,14.3,14.71,153.7,15.9,4.4,1,1,0,2,1,1,4.8,0.3,4,8.3,3.7,38,1005,1005
13205,Mitchell County,MITCHELL COUNTY,Georgia,37,224,1059,2127,0,2127,1443,549,1039,1142,1142,1039,0,12,148,1288,699,2,32,2181,12,0,148,1288,699,2,32,2181,GEORGIA,Mitchell County,1303690,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,176.6,176.6,12.35,12.35,362.4,34.5,5,2,2.5,0,4.5,4,0,5.5,6,10.7,18.5,8.8,88.3,2181,2181
13207,Monroe County,MONROE COUNTY,Georgia,21,545,1127,1876,264,2140,2356,1215,1989,2074,2074,1989,5,25,117,983,2805,1,127,4063,25,5,117,983,2805,1,127,4063,GEORGIA,Monroe County,1303720,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,271.1,265.3,14.99,15.31,617.3,64,0.5,3,5,0,8,4.8,7,8.8,4.4,19,28,17.1,184.6,4063,4063
13209,Montgomery County,MONTGOMERY COUNTY,Georgia,33,104,349,914,0,914,546,254,432,482,482,432,1,7,124,289,451,1,41,914,7,1,124,289,451,1,41,914,GEORGIA,Montgomery County,1303750,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,62.5,62.5,14.62,14.62,144.3,19.2,4,0.4,1.4,0,1.8,2,0.5,4.1,1,4.5,6.3,5.6,32.8,914,914
13211,Morgan County,MORGAN COUNTY,Georgia,41,355,838,1232,147,1379,1843,954,1484,1605,1605,1484,3,29,194,798,1957,0,108,3089,29,3,194,798,1957,0,108,3089,GEORGIA,Morgan County,1303780,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,228.2,225.4,13.54,13.7,479.7,64.8,3.1,3.8,4.1,0,7.9,3.8,4,8.4,7.9,13.5,14,11,113.1,3089,3089
13213,Murray County,MURRAY COUNTY,Georgia,631,755,1965,5095,456,5551,4482,2161,3587,3853,3853,3587,11,26,1844,25,5474,1,59,7440,26,11,1844,25,5474,1,59,7440,GEORGIA,Murray County,1303840,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,443.9,443.8,16.76,16.76,805.3,73,4.1,5,8.4,0,13.4,10,6,12.6,3,39.8,41,22,136.5,7440,7440
13215,Muscogee County,MUSCOGEE COUNTY,Georgia,961,4600,14536,24189,604,24793,19196,9102,15664,16099,16099,15664,60,814,2723,18571,7939,73,1583,31763,814,60,2723,18571,7939,73,1583,31763,GEORGIA,Muscogee County,1303870,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,1994.9,1953.9,15.92,16.26,4449.3,522.9,134.3,32,44.5,0,76.5,52,1,34.7,59.5,122.5,195.4,229.4,1026.2,31763,31763
13217,Newton County,NEWTON COUNTY,Georgia,632,2647,6971,11816,1659,13475,11713,5909,9549,10108,10108,9549,22,141,1712,10951,5973,23,835,19657,141,22,1712,10951,5973,23,835,19657,GEORGIA,Newton County,1303930,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,1269.6,1262.4,15.48,15.57,2628.6,354.3,54,16.8,28.6,0,45.4,21,1,18.4,15,67,85.5,82.2,615.2,19657,19657
13123,Gilmer County,NORTH GEORGIA RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,North Georgia RESA,1300007,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,12,NA,NA,NA,43,14,1,0,0,0,0,0,0,9,3,0,2.5,0,1.5,NA,NA
13059,Clarke County,NORTHEAST GEORGIA RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Northeast Georgia RESA,1300010,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,33.7,NA,NA,NA,112.9,21.5,10.6,0,0,0,0,0,0,5.6,2.5,0,5.8,30.7,2.5,NA,NA
13115,Floyd County,NORTHWEST GEORGIA RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Northwest Georgia RESA,1300006,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,34,NA,NA,NA,107.8,42.5,6.5,0,0,0,0,0,0,14.8,4,0,3,2,1,NA,NA
13219,Oconee County,OCONEE COUNTY,Georgia,243,884,599,1139,244,1383,4688,2487,3732,4018,4018,3732,7,449,579,349,6114,8,244,7750,449,7,579,349,6114,8,244,7750,GEORGIA,Oconee County,1303960,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,488.6,488.5,15.86,15.86,942,108.2,0,5,10,0,15,9.9,12,15.4,8,26,38,23.9,197,7750,7750
13303,Washington County,OCONEE RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Oconee RESA,1300014,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,12,NA,NA,NA,42,13,0,0,0,0,0,0,0,10,2.9,0,0.1,2,2,NA,NA
13221,Oglethorpe County,OGLETHORPE COUNTY,Georgia,85,288,740,1183,154,1337,1284,659,1040,1111,1111,1040,2,35,213,373,1422,2,104,2151,35,2,213,373,1422,2,104,2151,GEORGIA,Oglethorpe County,1303990,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,161.5,161.5,13.32,13.32,353.4,42.6,1.5,2.1,2.8,0,4.9,4,0,7.4,4.5,9.5,9.8,10.9,96.8,2151,2151
13299,Ware County,OKEFENOKEE RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Okefenokee RESA,1300021,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,10,NA,NA,NA,42.8,13,7,0,0,0,0,0,0,3.6,3,0,1.5,2,2.7,NA,NA
13223,Paulding County,PAULDING COUNTY,Georgia,588,4163,4668,9596,2340,11936,17959,9244,14324,15101,15101,14324,68,277,2746,6964,17899,36,1435,29425,277,68,2746,6964,17899,36,1435,29425,GEORGIA,Paulding County,1304020,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,1818.7,1807.7,16.18,16.28,3331.6,343.9,67.5,22.5,42,0,64.5,33,32,18,33,96,111,116,598,29425,29425
13225,Peach County,PEACH COUNTY,Georgia,177,450,1345,3192,0,3192,2273,970,1786,1860,1860,1786,8,28,539,1845,1121,0,105,3646,28,8,539,1845,1121,0,105,3646,GEORGIA,Peach County,1304050,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,227.9,226,16,16.13,440.2,48,8.3,3,5,0,8,6,0,8.6,6,15.6,23,18,70.8,3646,3646
13205,Mitchell County,PELHAM CITY,Georgia,25,185,739,1465,0,1465,894,422,718,747,747,718,0,14,79,821,523,0,28,1465,14,0,79,821,523,0,28,1465,GEORGIA,Pelham City,1304080,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,104.8,103.8,13.98,14.11,219.7,35.5,1.4,1,2,0,3,1,3,6.6,2,7.4,9.5,8,37.5,1465,1465
13227,Pickens County,PICKENS COUNTY,Georgia,44,645,879,1815,438,2253,2606,1399,2098,2293,2293,2098,11,22,245,29,3992,0,92,4391,22,11,245,29,3992,0,92,4391,GEORGIA,Pickens County,1304110,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,295.1,289.4,14.88,15.17,590.5,53.3,2.7,4,5,0,9,7,7,12.5,8,16.9,24,18,137,4391,4391
13229,Pierce County,PIERCE COUNTY,Georgia,107,422,1125,1816,299,2115,2207,1048,1765,1893,1893,1765,4,24,285,338,2898,4,105,3658,24,4,285,338,2898,4,105,3658,GEORGIA,Pierce County,1304140,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,241.9,241.9,15.12,15.12,444.5,28.2,2.5,3,4,0,7,5,3,7.9,9,17,16,17.5,89.5,3658,3658
13231,Pike County,PIKE COUNTY,Georgia,12,298,630,1155,196,1351,1912,1147,1592,1765,1765,1592,3,13,58,263,2936,4,80,3357,13,3,58,263,2936,4,80,3357,GEORGIA,Pike County,1304170,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,202,202,16.62,16.62,412.5,52,4,2,5,0,7,3,5,6.5,5.5,14.5,15.5,9.5,88,3357,3357
13311,White County,PIONEER RESA,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,GEORGIA,Pioneer RESA,1300008,NA,NA,4-Regional Education Service Agency (RESA),07-Educational service agency,24.7,NA,NA,NA,101.2,26.2,7.9,0,2,0,2,0,0,11.4,8.6,0,5,3,12.4,NA,NA
13233,Polk County,POLK COUNTY,Georgia,612,1143,4030,6703,0,6703,4756,2187,3862,3975,3975,3862,14,35,1703,1091,4594,1,399,7837,35,14,1703,1091,4594,1,399,7837,GEORGIA,Polk County,1304200,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,514.6,483.3,15.23,16.22,930.8,106,2.7,6,7,0,13,10,4,8.4,10,26,37.5,40,158.6,7837,7837
13235,Pulaski County,PULASKI COUNTY,Georgia,33,168,588,1217,0,1217,778,364,642,689,689,642,4,14,94,548,627,2,42,1331,14,4,94,548,627,2,42,1331,GEORGIA,Pulaski County,1304220,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,92.5,85,14.39,15.66,195.6,23,2,1,2,0,3,1.8,1,6.5,4.3,5.5,7.5,5.3,43.2,1331,1331
13237,Putnam County,PUTNAM COUNTY,Georgia,148,454,1425,1995,244,2239,1825,763,1496,1442,1442,1496,2,19,404,1086,1311,0,116,2938,19,2,404,1086,1311,0,116,2938,GEORGIA,Putnam County,1304260,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,223.1,205.1,13.17,14.32,462.5,57.5,9,3,3.9,0,6.9,4,2,8,4,7.5,13,18.5,109,2938,2938
13239,Quitman County,QUITMAN COUNTY,Georgia,3,53,136,333,0,333,179,113,168,165,165,168,1,0,0,245,75,0,12,333,0,1,0,245,75,0,12,333,GEORGIA,Quitman County,1304290,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,27,27,12.33,12.33,71.1,9,6.8,0,1,0,1,1,0,2.3,2,2,3,2.5,14.5,333,333
13241,Rabun County,RABUN COUNTY,Georgia,122,296,583,1171,290,1461,1356,625,1105,1146,1146,1105,9,5,400,15,1778,0,44,2251,5,9,400,15,1778,0,44,2251,GEORGIA,Rabun County,1304320,Prekindergarten,12th Grade,1-Regular local school district that is NOT a component of a supervisory union,03-Elementary/secondary school system,172.9,172.9,13.02,13.02,402.5,64.6,2.9,2,3,0,5,3,2,7.5,6,11.6,13,9,105,2251,2251
