"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","SUBGRP_DESC","TEST_CMPNT_TYP_CD","NATIONAL_NUM_TESTED_CNT","STATE_NUM_TESTED_CNT","DSTRCT_NUM_TESTED_CNT","INSTN_NUM_TESTED_CNT","STATE_AVG_SCORE_VAL","DSTRCT_AVG_SCORE_VAL","INSTN_AVG_SCORE_VAL"
"2017-18","660","Fulton County","0386","Independence High School","All Students","Essay Analysis Score - New",1449142,28569,2481,7,4,4,
"2017-18","660","Fulton County","0386","Independence High School","All Students","Essay Reading Score - New",1449142,28569,2481,7,5,5,
"2017-18","660","Fulton County","0386","Independence High School","All Students","Essay Total",1449142,28569,2481,7,13,14,
"2017-18","660","Fulton County","0386","Independence High School","All Students","Essay Writing Score - New",1449142,28569,2481,7,5,5,
"2017-18","660","Fulton County","0386","Independence High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,5243,39,536,551,476
"2017-18","660","Fulton County","0386","Independence High School","All Students","Math Section Score - New",2136539,65790,5243,39,516,539,454
"2017-18","660","Fulton County","0386","Independence High School","All Students","Reading Test  Score - New",2136539,65796,5245,39,270,275,244
"2017-18","660","Fulton County","0386","Independence High School","All Students","WritLang Test  Score - New",2136539,65799,5243,39,266,276,233
"2017-18","660","Fulton County","0392","Chattahoochee High School","All Students","Combined Test Score",2136539,65795,5243.666666666666666666666666666666666667,364,1052,1090,1249
"2017-18","660","Fulton County","0392","Chattahoochee High School","All Students","Essay Analysis Score - New",1449142,28569,2481,232,4,4,4
"2017-18","660","Fulton County","0392","Chattahoochee High School","All Students","Essay Reading Score - New",1449142,28569,2481,232,5,5,5
"2017-18","660","Fulton County","0392","Chattahoochee High School","All Students","Essay Total",1449142,28569,2481,232,13,14,15
"2017-18","660","Fulton County","0392","Chattahoochee High School","All Students","Essay Writing Score - New",1449142,28569,2481,232,5,5,6
"2017-18","660","Fulton County","0392","Chattahoochee High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,5243,364,536,551,614
"2017-18","660","Fulton County","0392","Chattahoochee High School","All Students","Math Section Score - New",2136539,65790,5243,364,516,539,635
"2017-18","660","Fulton County","0392","Chattahoochee High School","All Students","Reading Test  Score - New",2136539,65796,5245,364,270,275,307
"2017-18","660","Fulton County","0392","Chattahoochee High School","All Students","WritLang Test  Score - New",2136539,65799,5243,364,266,276,307
"2017-18","660","Fulton County","0591","Taylor Road Middle School","All Students","Combined Test Score",2136539,65795,5243.666666666666666666666666666666666667,1,1052,1090,
"2017-18","660","Fulton County","0591","Taylor Road Middle School","All Students","Evidence Based Reading and Writing - New",1449142,65791,5243,1,536,551,
"2017-18","660","Fulton County","0591","Taylor Road Middle School","All Students","Math Section Score - New",2136539,65790,5243,1,516,539,
"2017-18","660","Fulton County","0591","Taylor Road Middle School","All Students","Reading Test  Score - New",2136539,65796,5245,1,270,275,
"2017-18","660","Fulton County","0591","Taylor Road Middle School","All Students","WritLang Test  Score - New",2136539,65799,5243,1,266,276,
"2017-18","660","Fulton County","0691","Tri-Cities High School","All Students","Combined Test Score",2136539,65795,5243.666666666666666666666666666666666667,255,1052,1090,899
"2017-18","660","Fulton County","0691","Tri-Cities High School","All Students","Essay Analysis Score - New",1449142,28569,2481,46,4,4,3
"2017-18","660","Fulton County","0691","Tri-Cities High School","All Students","Essay Reading Score - New",1449142,28569,2481,46,5,5,4
"2017-18","660","Fulton County","0691","Tri-Cities High School","All Students","Essay Total",1449142,28569,2481,46,13,14,11
"2017-18","660","Fulton County","0691","Tri-Cities High School","All Students","Essay Writing Score - New",1449142,28569,2481,46,5,5,4
"2017-18","660","Fulton County","0691","Tri-Cities High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,5243,255,536,551,468
"2017-18","660","Fulton County","0691","Tri-Cities High School","All Students","Math Section Score - New",2136539,65790,5243,255,516,539,431
"2017-18","660","Fulton County","0691","Tri-Cities High School","All Students","Reading Test  Score - New",2136539,65796,5245,255,270,275,235
"2017-18","660","Fulton County","0691","Tri-Cities High School","All Students","WritLang Test  Score - New",2136539,65799,5243,255,266,276,233
"2017-18","660","Fulton County","0910","Johns Creek High School","All Students","Combined Test Score",2136539,65795,5243.666666666666666666666666666666666667,376,1052,1090,1227
"2017-18","660","Fulton County","0910","Johns Creek High School","All Students","Essay Analysis Score - New",1449142,28569,2481,228,4,4,4
"2017-18","660","Fulton County","0910","Johns Creek High School","All Students","Essay Reading Score - New",1449142,28569,2481,228,5,5,5
"2017-18","660","Fulton County","0910","Johns Creek High School","All Students","Essay Total",1449142,28569,2481,228,13,14,15
"2017-18","660","Fulton County","0910","Johns Creek High School","All Students","Essay Writing Score - New",1449142,28569,2481,228,5,5,6
"2017-18","660","Fulton County","0910","Johns Creek High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,5243,376,536,551,605
"2017-18","660","Fulton County","0910","Johns Creek High School","All Students","Math Section Score - New",2136539,65790,5243,376,516,539,622
"2017-18","660","Fulton County","0910","Johns Creek High School","All Students","Reading Test  Score - New",2136539,65796,5245,376,270,275,301
"2017-18","660","Fulton County","0910","Johns Creek High School","All Students","WritLang Test  Score - New",2136539,65799,5243,376,266,276,304
"2017-18","660","Fulton County","1110","Langston Hughes High School","All Students","Combined Test Score",2136539,65795,5243.666666666666666666666666666666666667,406,1052,1090,895
"2017-18","660","Fulton County","1110","Langston Hughes High School","All Students","Essay Analysis Score - New",1449142,28569,2481,79,4,4,3
"2017-18","660","Fulton County","1110","Langston Hughes High School","All Students","Essay Reading Score - New",1449142,28569,2481,79,5,5,4
"2017-18","660","Fulton County","1110","Langston Hughes High School","All Students","Essay Total",1449142,28569,2481,79,13,14,12
"2017-18","660","Fulton County","1110","Langston Hughes High School","All Students","Essay Writing Score - New",1449142,28569,2481,79,5,5,4
"2017-18","660","Fulton County","1110","Langston Hughes High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,5243,406,536,551,465
"2017-18","660","Fulton County","1110","Langston Hughes High School","All Students","Math Section Score - New",2136539,65790,5243,406,516,539,430
"2017-18","660","Fulton County","1110","Langston Hughes High School","All Students","Reading Test  Score - New",2136539,65796,5245,406,270,275,233
"2017-18","660","Fulton County","1110","Langston Hughes High School","All Students","WritLang Test  Score - New",2136539,65799,5243,406,266,276,232
"2017-18","660","Fulton County","3066","Riverwood International Charter School","All Students","Combined Test Score",2136539,65795,5243.666666666666666666666666666666666667,228,1052,1090,1083
"2017-18","660","Fulton County","3066","Riverwood International Charter School","All Students","Essay Analysis Score - New",1449142,28569,2481,112,4,4,4
"2017-18","660","Fulton County","3066","Riverwood International Charter School","All Students","Essay Reading Score - New",1449142,28569,2481,112,5,5,5
"2017-18","660","Fulton County","3066","Riverwood International Charter School","All Students","Essay Total",1449142,28569,2481,112,13,14,14
"2017-18","660","Fulton County","3066","Riverwood International Charter School","All Students","Essay Writing Score - New",1449142,28569,2481,112,5,5,5
"2017-18","660","Fulton County","3066","Riverwood International Charter School","All Students","Evidence Based Reading and Writing - New",1449142,65791,5243,228,536,551,553
"2017-18","660","Fulton County","3066","Riverwood International Charter School","All Students","Math Section Score - New",2136539,65790,5243,228,516,539,531
"2017-18","660","Fulton County","3066","Riverwood International Charter School","All Students","Reading Test  Score - New",2136539,65796,5245,228,270,275,275
"2017-18","660","Fulton County","3066","Riverwood International Charter School","All Students","WritLang Test  Score - New",2136539,65799,5243,228,266,276,277
"2017-18","660","Fulton County","4062","North Springs High School","All Students","Combined Test Score",2136539,65795,5243.666666666666666666666666666666666667,229,1052,1090,1094
"2017-18","660","Fulton County","4062","North Springs High School","All Students","Essay Analysis Score - New",1449142,28569,2481,126,4,4,4
"2017-18","660","Fulton County","4062","North Springs High School","All Students","Essay Reading Score - New",1449142,28569,2481,126,5,5,5
"2017-18","660","Fulton County","4062","North Springs High School","All Students","Essay Total",1449142,28569,2481,126,13,14,14
"2017-18","660","Fulton County","4062","North Springs High School","All Students","Essay Writing Score - New",1449142,28569,2481,126,5,5,5
"2017-18","660","Fulton County","4062","North Springs High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,5243,229,536,551,559
"2017-18","660","Fulton County","4062","North Springs High School","All Students","Math Section Score - New",2136539,65790,5243,229,516,539,536
"2017-18","660","Fulton County","4062","North Springs High School","All Students","Reading Test  Score - New",2136539,65796,5245,229,270,275,278
"2017-18","660","Fulton County","4062","North Springs High School","All Students","WritLang Test  Score - New",2136539,65799,5243,229,266,276,281
"2017-18","660","Fulton County","5069","Westlake High School","All Students","Combined Test Score",2136539,65795,5243.666666666666666666666666666666666667,397,1052,1090,1007
"2017-18","660","Fulton County","5069","Westlake High School","All Students","Essay Analysis Score - New",1449142,28569,2481,195,4,4,3
"2017-18","660","Fulton County","5069","Westlake High School","All Students","Essay Reading Score - New",1449142,28569,2481,195,5,5,5
"2017-18","660","Fulton County","5069","Westlake High School","All Students","Essay Total",1449142,28569,2481,195,13,14,13
"2017-18","660","Fulton County","5069","Westlake High School","All Students","Essay Writing Score - New",1449142,28569,2481,195,5,5,5
"2017-18","660","Fulton County","5069","Westlake High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,5243,397,536,551,521
"2017-18","660","Fulton County","5069","Westlake High School","All Students","Math Section Score - New",2136539,65790,5243,397,516,539,486
"2017-18","660","Fulton County","5069","Westlake High School","All Students","Reading Test  Score - New",2136539,65796,5245,397,270,275,259
"2017-18","660","Fulton County","5069","Westlake High School","All Students","WritLang Test  Score - New",2136539,65799,5243,397,266,276,262
"2017-18","661","Gilmer County","0196","Gilmer High School","All Students","Combined Test Score",2136539,65795,119,119,1052,1041,1041
"2017-18","661","Gilmer County","0196","Gilmer High School","All Students","Essay Analysis Score - New",1449142,28569,47,47,4,3,3
"2017-18","661","Gilmer County","0196","Gilmer High School","All Students","Essay Reading Score - New",1449142,28569,47,47,5,4,4
"2017-18","661","Gilmer County","0196","Gilmer High School","All Students","Essay Total",1449142,28569,47,47,13,12,12
"2017-18","661","Gilmer County","0196","Gilmer High School","All Students","Essay Writing Score - New",1449142,28569,47,47,5,5,5
"2017-18","661","Gilmer County","0196","Gilmer High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,119,119,536,532,532
"2017-18","661","Gilmer County","0196","Gilmer High School","All Students","Math Section Score - New",2136539,65790,119,119,516,509,509
"2017-18","661","Gilmer County","0196","Gilmer High School","All Students","Reading Test  Score - New",2136539,65796,119,119,270,271,271
"2017-18","661","Gilmer County","0196","Gilmer High School","All Students","WritLang Test  Score - New",2136539,65799,119,119,266,262,262
"2017-18","662","Glascock County","0196","Glascock County Consolidated School","All Students","Combined Test Score",2136539,65795,14,14,1052,949,949
"2017-18","662","Glascock County","0196","Glascock County Consolidated School","All Students","Essay Analysis Score - New",1449142,28569,5,5,4,,
"2017-18","662","Glascock County","0196","Glascock County Consolidated School","All Students","Essay Reading Score - New",1449142,28569,5,5,5,,
"2017-18","662","Glascock County","0196","Glascock County Consolidated School","All Students","Essay Total",1449142,28569,5,5,13,,
"2017-18","662","Glascock County","0196","Glascock County Consolidated School","All Students","Essay Writing Score - New",1449142,28569,5,5,5,,
"2017-18","662","Glascock County","0196","Glascock County Consolidated School","All Students","Evidence Based Reading and Writing - New",1449142,65791,14,14,536,469,469
"2017-18","662","Glascock County","0196","Glascock County Consolidated School","All Students","Math Section Score - New",2136539,65790,14,14,516,479,479
"2017-18","662","Glascock County","0196","Glascock County Consolidated School","All Students","Reading Test  Score - New",2136539,65796,14,14,270,243,243
"2017-18","662","Glascock County","0196","Glascock County Consolidated School","All Students","WritLang Test  Score - New",2136539,65799,14,14,266,226,226
"2017-18","663","Glynn County","3552","Brunswick High School","All Students","Combined Test Score",2136539,65795,353,144,1052,1069,1020
"2017-18","663","Glynn County","3552","Brunswick High School","All Students","Essay Analysis Score - New",1449142,28569,148,45,4,3,3
"2017-18","663","Glynn County","3552","Brunswick High School","All Students","Essay Reading Score - New",1449142,28569,148,45,5,5,5
"2017-18","663","Glynn County","3552","Brunswick High School","All Students","Essay Total",1449142,28569,148,45,13,13,12
"2017-18","663","Glynn County","3552","Brunswick High School","All Students","Essay Writing Score - New",1449142,28569,148,45,5,5,5
"2017-18","663","Glynn County","3552","Brunswick High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,353,144,536,549,522
"2017-18","663","Glynn County","3552","Brunswick High School","All Students","Math Section Score - New",2136539,65790,353,144,516,520,498
"2017-18","663","Glynn County","3552","Brunswick High School","All Students","Reading Test  Score - New",2136539,65796,353,144,270,276,263
"2017-18","663","Glynn County","3552","Brunswick High School","All Students","WritLang Test  Score - New",2136539,65799,353,144,266,273,259
"2017-18","663","Glynn County","4752","Glynn Academy","All Students","Combined Test Score",2136539,65795,353,209,1052,1069,1103
"2017-18","663","Glynn County","4752","Glynn Academy","All Students","Essay Analysis Score - New",1449142,28569,148,103,4,3,4
"2017-18","663","Glynn County","4752","Glynn Academy","All Students","Essay Reading Score - New",1449142,28569,148,103,5,5,5
"2017-18","663","Glynn County","4752","Glynn Academy","All Students","Essay Total",1449142,28569,148,103,13,13,13
"2017-18","663","Glynn County","4752","Glynn Academy","All Students","Essay Writing Score - New",1449142,28569,148,103,5,5,5
"2017-18","663","Glynn County","4752","Glynn Academy","All Students","Evidence Based Reading and Writing - New",1449142,65791,353,209,536,549,568
"2017-18","663","Glynn County","4752","Glynn Academy","All Students","Math Section Score - New",2136539,65790,353,209,516,520,535
"2017-18","663","Glynn County","4752","Glynn Academy","All Students","Reading Test  Score - New",2136539,65796,353,209,270,276,285
"2017-18","663","Glynn County","4752","Glynn Academy","All Students","WritLang Test  Score - New",2136539,65799,353,209,266,273,283
"2017-18","664","Gordon County","0106","Sonoraville High School","All Students","Combined Test Score",2136539,65795,249,154,1052,1015,1019
"2017-18","664","Gordon County","0106","Sonoraville High School","All Students","Essay Analysis Score - New",1449142,28569,68,34,4,3,3
"2017-18","664","Gordon County","0106","Sonoraville High School","All Students","Essay Reading Score - New",1449142,28569,68,34,5,4,4
"2017-18","664","Gordon County","0106","Sonoraville High School","All Students","Essay Total",1449142,28569,68,34,13,12,12
"2017-18","664","Gordon County","0106","Sonoraville High School","All Students","Essay Writing Score - New",1449142,28569,68,34,5,5,5
"2017-18","664","Gordon County","0106","Sonoraville High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,249,154,536,518,519
"2017-18","664","Gordon County","0106","Sonoraville High School","All Students","Math Section Score - New",2136539,65790,249,154,516,497,500
"2017-18","664","Gordon County","0106","Sonoraville High School","All Students","Reading Test  Score - New",2136539,65796,249,154,270,263,265
"2017-18","664","Gordon County","0106","Sonoraville High School","All Students","WritLang Test  Score - New",2136539,65799,249,154,266,255,254
"2017-18","664","Gordon County","0286","Gordon Central High School","All Students","Combined Test Score",2136539,65795,249,95,1052,1015,1010
"2017-18","664","Gordon County","0286","Gordon Central High School","All Students","Essay Analysis Score - New",1449142,28569,68,34,4,3,3
"2017-18","664","Gordon County","0286","Gordon Central High School","All Students","Essay Reading Score - New",1449142,28569,68,34,5,4,4
"2017-18","664","Gordon County","0286","Gordon Central High School","All Students","Essay Total",1449142,28569,68,34,13,12,12
"2017-18","664","Gordon County","0286","Gordon Central High School","All Students","Essay Writing Score - New",1449142,28569,68,34,5,5,5
"2017-18","664","Gordon County","0286","Gordon Central High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,249,95,536,518,517
"2017-18","664","Gordon County","0286","Gordon Central High School","All Students","Math Section Score - New",2136539,65790,249,95,516,497,493
"2017-18","664","Gordon County","0286","Gordon Central High School","All Students","Reading Test  Score - New",2136539,65796,249,95,270,263,261
"2017-18","664","Gordon County","0286","Gordon Central High School","All Students","WritLang Test  Score - New",2136539,65799,249,95,266,255,256
"2017-18","665","Grady County","1050","Cairo High School","All Students","Combined Test Score",2136539,65795,121,121,1052,976,976
"2017-18","665","Grady County","1050","Cairo High School","All Students","Essay Analysis Score - New",1449142,28569,53,53,4,3,3
"2017-18","665","Grady County","1050","Cairo High School","All Students","Essay Reading Score - New",1449142,28569,53,53,5,4,4
"2017-18","665","Grady County","1050","Cairo High School","All Students","Essay Total",1449142,28569,53,53,13,12,12
"2017-18","665","Grady County","1050","Cairo High School","All Students","Essay Writing Score - New",1449142,28569,53,53,5,5,5
"2017-18","665","Grady County","1050","Cairo High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,121,121,536,501,501
"2017-18","665","Grady County","1050","Cairo High School","All Students","Math Section Score - New",2136539,65790,121,121,516,475,475
"2017-18","665","Grady County","1050","Cairo High School","All Students","Reading Test  Score - New",2136539,65796,121,121,270,251,251
"2017-18","665","Grady County","1050","Cairo High School","All Students","WritLang Test  Score - New",2136539,65799,121,121,266,251,251
"2017-18","666","Greene County","0401","Greene County High School","All Students","Combined Test Score",2136539,65795,37,37,1052,931,931
"2017-18","666","Greene County","0401","Greene County High School","All Students","Essay Analysis Score - New",1449142,28569,8,8,4,,
"2017-18","666","Greene County","0401","Greene County High School","All Students","Essay Reading Score - New",1449142,28569,8,8,5,,
"2017-18","666","Greene County","0401","Greene County High School","All Students","Essay Total",1449142,28569,8,8,13,,
"2017-18","666","Greene County","0401","Greene County High School","All Students","Essay Writing Score - New",1449142,28569,8,8,5,,
"2017-18","666","Greene County","0401","Greene County High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,37,37,536,481,481
"2017-18","666","Greene County","0401","Greene County High School","All Students","Math Section Score - New",2136539,65790,37,37,516,450,450
"2017-18","666","Greene County","0401","Greene County High School","All Students","Reading Test  Score - New",2136539,65796,37,37,270,245,245
"2017-18","666","Greene County","0401","Greene County High School","All Students","WritLang Test  Score - New",2136539,65799,37,37,266,236,236
"2017-18","667","Gwinnett County","0101","Grayson High School","All Students","Combined Test Score",2136539,65795,8642,506,1052,1103,1087
"2017-18","667","Gwinnett County","0101","Grayson High School","All Students","Essay Analysis Score - New",1449142,28569,4016,223,4,4,4
"2017-18","667","Gwinnett County","0101","Grayson High School","All Students","Essay Reading Score - New",1449142,28569,4016,223,5,5,5
"2017-18","667","Gwinnett County","0101","Grayson High School","All Students","Essay Total",1449142,28569,4016,223,13,14,14
"2017-18","667","Gwinnett County","0101","Grayson High School","All Students","Essay Writing Score - New",1449142,28569,4016,223,5,5,5
"2017-18","667","Gwinnett County","0101","Grayson High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,8642,506,536,553,550
"2017-18","667","Gwinnett County","0101","Grayson High School","All Students","Math Section Score - New",2136539,65790,8642,506,516,550,537
"2017-18","667","Gwinnett County","0101","Grayson High School","All Students","Reading Test  Score - New",2136539,65796,8642,506,270,279,276
"2017-18","667","Gwinnett County","0101","Grayson High School","All Students","WritLang Test  Score - New",2136539,65799,8642,506,266,274,274
"2017-18","667","Gwinnett County","0103","Norcross High School","All Students","Combined Test Score",2136539,65795,8642,473,1052,1103,1079
"2017-18","667","Gwinnett County","0103","Norcross High School","All Students","Essay Analysis Score - New",1449142,28569,4016,213,4,4,4
"2017-18","667","Gwinnett County","0103","Norcross High School","All Students","Essay Reading Score - New",1449142,28569,4016,213,5,5,5
"2017-18","667","Gwinnett County","0103","Norcross High School","All Students","Essay Total",1449142,28569,4016,213,13,14,14
"2017-18","667","Gwinnett County","0103","Norcross High School","All Students","Essay Writing Score - New",1449142,28569,4016,213,5,5,5
"2017-18","667","Gwinnett County","0103","Norcross High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,8642,473,536,553,539
"2017-18","667","Gwinnett County","0103","Norcross High School","All Students","Math Section Score - New",2136539,65790,8642,473,516,550,540
"2017-18","667","Gwinnett County","0103","Norcross High School","All Students","Reading Test  Score - New",2136539,65796,8642,473,270,279,271
"2017-18","667","Gwinnett County","0103","Norcross High School","All Students","WritLang Test  Score - New",2136539,65799,8642,473,266,274,268
"2017-18","667","Gwinnett County","0105","Mill Creek High School","All Students","Combined Test Score",2136539,65795,8642,687,1052,1103,1134
"2017-18","667","Gwinnett County","0105","Mill Creek High School","All Students","Essay Analysis Score - New",1449142,28569,4016,314,4,4,4
"2017-18","667","Gwinnett County","0105","Mill Creek High School","All Students","Essay Reading Score - New",1449142,28569,4016,314,5,5,5
"2017-18","667","Gwinnett County","0105","Mill Creek High School","All Students","Essay Total",1449142,28569,4016,314,13,14,15
"2017-18","667","Gwinnett County","0105","Mill Creek High School","All Students","Essay Writing Score - New",1449142,28569,4016,314,5,5,5
"2017-18","667","Gwinnett County","0105","Mill Creek High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,8642,687,536,553,570
"2017-18","667","Gwinnett County","0105","Mill Creek High School","All Students","Math Section Score - New",2136539,65790,8642,687,516,550,565
"2017-18","667","Gwinnett County","0105","Mill Creek High School","All Students","Reading Test  Score - New",2136539,65796,8642,687,270,279,288
"2017-18","667","Gwinnett County","0105","Mill Creek High School","All Students","WritLang Test  Score - New",2136539,65799,8642,687,266,274,282
"2017-18","667","Gwinnett County","0176","Parkview High School","All Students","Combined Test Score",2136539,65795,8642,519,1052,1103,1140
"2017-18","667","Gwinnett County","0176","Parkview High School","All Students","Essay Analysis Score - New",1449142,28569,4016,259,4,4,4
"2017-18","667","Gwinnett County","0176","Parkview High School","All Students","Essay Reading Score - New",1449142,28569,4016,259,5,5,5
"2017-18","667","Gwinnett County","0176","Parkview High School","All Students","Essay Total",1449142,28569,4016,259,13,14,15
"2017-18","667","Gwinnett County","0176","Parkview High School","All Students","Essay Writing Score - New",1449142,28569,4016,259,5,5,5
"2017-18","667","Gwinnett County","0176","Parkview High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,8642,519,536,553,570
"2017-18","667","Gwinnett County","0176","Parkview High School","All Students","Math Section Score - New",2136539,65790,8642,519,516,550,570
"2017-18","667","Gwinnett County","0176","Parkview High School","All Students","Reading Test  Score - New",2136539,65796,8642,519,270,279,286
"2017-18","667","Gwinnett County","0176","Parkview High School","All Students","WritLang Test  Score - New",2136539,65799,8642,519,266,274,284
"2017-18","667","Gwinnett County","0182","Brookwood High School","All Students","Combined Test Score",2136539,65795,8642,723,1052,1103,1164
"2017-18","667","Gwinnett County","0182","Brookwood High School","All Students","Essay Analysis Score - New",1449142,28569,4016,411,4,4,4
"2017-18","667","Gwinnett County","0182","Brookwood High School","All Students","Essay Reading Score - New",1449142,28569,4016,411,5,5,5
"2017-18","667","Gwinnett County","0182","Brookwood High School","All Students","Essay Total",1449142,28569,4016,411,13,14,15
"2017-18","667","Gwinnett County","0182","Brookwood High School","All Students","Essay Writing Score - New",1449142,28569,4016,411,5,5,6
"2017-18","667","Gwinnett County","0182","Brookwood High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,8642,723,536,553,580
"2017-18","667","Gwinnett County","0182","Brookwood High School","All Students","Math Section Score - New",2136539,65790,8642,723,516,550,584
"2017-18","667","Gwinnett County","0182","Brookwood High School","All Students","Reading Test  Score - New",2136539,65796,8642,723,270,279,291
"2017-18","667","Gwinnett County","0182","Brookwood High School","All Students","WritLang Test  Score - New",2136539,65799,8642,723,266,274,289
"2017-18","667","Gwinnett County","0185","Shiloh High School","All Students","Combined Test Score",2136539,65795,8642,338,1052,1103,1013
"2017-18","667","Gwinnett County","0185","Shiloh High School","All Students","Essay Analysis Score - New",1449142,28569,4016,117,4,4,3
"2017-18","667","Gwinnett County","0185","Shiloh High School","All Students","Essay Reading Score - New",1449142,28569,4016,117,5,5,5
"2017-18","667","Gwinnett County","0185","Shiloh High School","All Students","Essay Total",1449142,28569,4016,117,13,14,13
"2017-18","667","Gwinnett County","0185","Shiloh High School","All Students","Essay Writing Score - New",1449142,28569,4016,117,5,5,5
"2017-18","667","Gwinnett County","0185","Shiloh High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,8642,338,536,553,515
"2017-18","667","Gwinnett County","0185","Shiloh High School","All Students","Math Section Score - New",2136539,65790,8642,338,516,550,498
"2017-18","667","Gwinnett County","0185","Shiloh High School","All Students","Reading Test  Score - New",2136539,65796,8642,338,270,279,261
"2017-18","667","Gwinnett County","0185","Shiloh High School","All Students","WritLang Test  Score - New",2136539,65799,8642,338,266,274,254
"2017-18","667","Gwinnett County","0187","Meadowcreek High School","All Students","Combined Test Score",2136539,65795,8642,325,1052,1103,986
"2017-18","667","Gwinnett County","0187","Meadowcreek High School","All Students","Essay Analysis Score - New",1449142,28569,4016,137,4,4,3
"2017-18","667","Gwinnett County","0187","Meadowcreek High School","All Students","Essay Reading Score - New",1449142,28569,4016,137,5,5,4
"2017-18","667","Gwinnett County","0187","Meadowcreek High School","All Students","Essay Total",1449142,28569,4016,137,13,14,12
"2017-18","667","Gwinnett County","0187","Meadowcreek High School","All Students","Essay Writing Score - New",1449142,28569,4016,137,5,5,5
"2017-18","667","Gwinnett County","0187","Meadowcreek High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,8642,325,536,553,499
"2017-18","667","Gwinnett County","0187","Meadowcreek High School","All Students","Math Section Score - New",2136539,65790,8642,325,516,550,487
"2017-18","667","Gwinnett County","0187","Meadowcreek High School","All Students","Reading Test  Score - New",2136539,65796,8642,325,270,279,253
"2017-18","667","Gwinnett County","0187","Meadowcreek High School","All Students","WritLang Test  Score - New",2136539,65799,8642,325,266,274,247
"2017-18","667","Gwinnett County","0189","Phoenix High School","All Students","Combined Test Score",2136539,65795,8642,20,1052,1103,971
"2017-18","667","Gwinnett County","0189","Phoenix High School","All Students","Essay Analysis Score - New",1449142,28569,4016,6,4,4,
"2017-18","667","Gwinnett County","0189","Phoenix High School","All Students","Essay Reading Score - New",1449142,28569,4016,6,5,5,
"2017-18","667","Gwinnett County","0189","Phoenix High School","All Students","Essay Total",1449142,28569,4016,6,13,14,
"2017-18","667","Gwinnett County","0189","Phoenix High School","All Students","Essay Writing Score - New",1449142,28569,4016,6,5,5,
"2017-18","667","Gwinnett County","0189","Phoenix High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,8642,20,536,553,499
"2017-18","667","Gwinnett County","0189","Phoenix High School","All Students","Math Section Score - New",2136539,65790,8642,20,516,550,472
"2017-18","667","Gwinnett County","0189","Phoenix High School","All Students","Reading Test  Score - New",2136539,65796,8642,20,270,279,253
"2017-18","667","Gwinnett County","0189","Phoenix High School","All Students","WritLang Test  Score - New",2136539,65799,8642,20,266,274,246
"2017-18","667","Gwinnett County","0195","Collins Hill High School","All Students","Combined Test Score",2136539,65795,8642,519,1052,1103,1111
"2017-18","667","Gwinnett County","0195","Collins Hill High School","All Students","Essay Analysis Score - New",1449142,28569,4016,245,4,4,4
"2017-18","667","Gwinnett County","0195","Collins Hill High School","All Students","Essay Reading Score - New",1449142,28569,4016,245,5,5,5
"2017-18","667","Gwinnett County","0195","Collins Hill High School","All Students","Essay Total",1449142,28569,4016,245,13,14,14
"2017-18","667","Gwinnett County","0195","Collins Hill High School","All Students","Essay Writing Score - New",1449142,28569,4016,245,5,5,5
"2017-18","667","Gwinnett County","0195","Collins Hill High School","All Students","Evidence Based Reading and Writing - New",1449142,65791,8642,519,536,553,554
"2017-18","667","Gwinnett County","0195","Collins Hill High School","All Students","Math Section Score - New",2136539,65790,8642,519,516,550,557
"2017-18","667","Gwinnett County","0195","Collins Hill High School","All Students","Reading Test  Score - New",2136539,65796,8642,519,270,279,279
"2017-18","667","Gwinnett County","0195","Collins Hill High School","All Students","WritLang Test  Score - New",2136539,65799,8642,519,266,274,274
"2017-18","667","Gwinnett County","0805","Peachtree Ridge High School","All Students","Combined Test Score",2136539,65795,8642,548,1052,1103,1133
"2017-18","667","Gwinnett County","0805","Peachtree Ridge High School","All Students","Essay Analysis Score - New",1449142,28569,4016,291,4,4,4
"2017-18","667","Gwinnett County","0805","Peachtree Ridge High School","All Students","Essay Reading Score - New",1449142,28569,4016,291,5,5,5
